  
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,1005,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,973,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1004,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970,1005,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,1034,1034,1034,1034,1034,1034,973,972,1034,1034,1034,1034,1034,1034,1034,1034,1034,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

